entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	uniprot	cancer	cancer_type	cancer_dom	cancer_rec	duplicability	origin	mirna	function	chromosome	tstart	tend	aliases	main_refseq	duplicability_main_refseq	potential_false_positive	primary_sites	degree	betweenness	clustering	complexes
657	BMPR1A	bone morphogenetic protein receptor, type IA	10q22.3	-	1076	601299	NP_004320	NM_004329	ENSP00000224764	P36894	TRUE	cgc	0	1	2	Last Universal Common Ancestor	3	Cell cycle,Cellular metabolism,Cellular processes,Development,Other,Regulation of intracellular processes and metabolism,Signal transduction	chr10	88635776	88683473	|ACVRLK3|ALK3|CD292|SKR5|	NP_004320	2	FALSE	1	54	39908	0.0640	7
667	DST	dystonin	6p12.1	222	1090	113810	NP_001138241;NP_001138242;NP_001714;NP_056363;NP_899236;XP_005249367;XP_005249368;XP_005249369;XP_005249370;XP_005249371;XP_005249372;XP_005249373;XP_005249374;XP_005249375;XP_005249376;XP_005249377;XP_005249379;XP_005249380;XP_005249381;XP_005249382;XP_005249383;XP_006715232	NM_001144769;NM_001144770;NM_001144771;NM_001723;NM_015548;NM_020388;NM_183380;XM_005249310;XM_005249311;XM_005249312;XM_005249313;XM_005249314;XM_005249315;XM_005249316;XM_005249317;XM_005249318;XM_005249319;XM_005249320;XM_005249322;XM_005249323;XM_005249324;XM_005249325;XM_005249326;XM_006715169	ENSP00000354573	Q03001	TRUE	can	0	0	0	Eukaryotes	4	Cell cycle,Cellular processes,Signal transduction	chr6	56323806	56819385	|BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2|	XP_005249367	0	FALSE	1	52	16980	0.0410	1
668	FOXL2	forkhead box L2	3q23	5723	1092	605597	NP_075555	NM_023067	ENSP00000333188	P58012	TRUE	cgc	1	0	0	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr3	138664437	138665564	|BPES|BPES1|PFRK|PINTO|POF3|	NP_075555	0	FALSE	1	5	194	0.0000	
672	BRCA1	breast cancer 1, early onset	17q21	218	1100	113705	NP_009225;NP_009228;NP_009229;NP_009230;NP_009231;XP_006722092;XP_006722093;XP_006722094;XP_006722095;XP_006722096;XP_006722097;XP_006722098;XP_006722099;XP_006722100;XP_006722101;XP_006722102;XP_006722103;XP_006722104	NM_007294;NM_007295;NM_007296;NM_007297;NM_007298;NM_007299;NM_007300;NM_007301;NM_007302;NM_007303;NM_007305;NM_007306;NR_027676;XM_006722029;XM_006722030;XM_006722031;XM_006722032;XM_006722033;XM_006722034;XM_006722035;XM_006722036;XM_006722037;XM_006722038;XM_006722039;XM_006722040;XM_006722041	ENSP00000418960	P38398	TRUE	cgc	0	1	0	Eukaryotes	11	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr17	41197698	41276113	|BRCAI|BROVCA1|IRIS|PNCA4|PPP1R53|PSCP|RNF53|	NP_009231	0	FALSE	4	523	1042415	0.0320	52
673	BRAF	B-Raf proto-oncogene, serine/threonine kinase	7q34	1264	1097	164757	NP_004324;XP_005250102;XP_005250103	NM_004333;XM_005250045;XM_005250046;XR_242190	ENSP00000288602	P15056	TRUE	cgc	1	0	1	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr7	140434409	140624503	|B-RAF1|BRAF1|NS7|RAFB1|	XP_005250102	1	FALSE	9	55	10211	0.1620	25
675	BRCA2	breast cancer 2, early onset	13q12.3	2554	1101	600185	NP_000050	NM_000059	ENSP00000326819;ENSP00000369497	P51587	TRUE	cgc	0	1	0	Eukaryotes	6	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr13	32890598	32972904	|BROVCA2|FANCD1|GLM3|PNCA2|	NP_000050	0	FALSE	5	58	21834	0.1130	10
677	ZFP36L1	ZFP36 ring finger protein-like 1	14q22-q24	3041	1107	601064	NP_001231627;NP_001231630;NP_004917	NM_001244698;NM_001244701;NM_004926	ENSP00000337386;ENSP00000448323	Q07352	TRUE	can	0	0	0	Eukaryotes	4	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr14	69256253	69262866	|Berg36|ERF-1|RNF162B|TIS11B|cMG1|	NP_001231630	0	FALSE	2	12	2036	0.1970	3
688	KLF5	Kruppel-like factor 5 (intestinal)	13q22.1	4212	6349	602903	NP_001273747;NP_001721;XP_005266566;XP_006719925	NM_001286818;NM_001730;XM_005266509;XM_006719862	ENSP00000264001;ENSP00000366915	Q13887	TRUE	can	0	0	0	Eukaryotes	7	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr13	73633466	73650021	|BTEB2|IKLF|	NP_001721	0	FALSE	1	30	3015	0.2300	
694	BTG1	B-cell translocation gene 1, anti-proliferative	12q22	15912	1130	109580	NP_001722	NM_001731	ENSP00000256015	P62324	TRUE	cgc	1	0	0	Eukaryotes	1	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	chr12	92537859	92539311	|NA|	NP_001722	0	FALSE	1	21	1398	0.1330	
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15	4176	1149	602860	NP_001202	NM_001211	ENSP00000287598	O60566	TRUE	cgc	0	1	0	Eukaryotes	3	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr15	40457252	40512957	|BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1|	NP_001202	0	FALSE	1	73	22716	0.0960	18
718	C3	complement component 3	19p13.3-p13.2	400	1318	120700	NP_000055	NM_000064	ENSP00000245907	P01024	TRUE	can	0	0	0	Metazoans	2	Cell response to stimuli,Cellular metabolism,Cellular processes,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	chr19	6677896	6720600	|AHUS5|ARMD9|C3a|C3b|CPAMD1|HEL-S-62p|	NP_000055	0	FALSE	1	31	56783	0.0300	21
776	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	3p14.3	247	1391	114206	NP_000711;NP_001122311;NP_001122312;XP_005265505;XP_006713388	NM_000720;NM_001128839;NM_001128840;XM_005265448;XM_006713325	ENSP00000288139	Q01668	TRUE	cgc	1	0	0	Eukaryotes	0	Cell response to stimuli,Cellular processes,Signal transduction	chr3	53529194	53845430	|CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD|	NP_000711	0	FALSE	1	4	191	0.0000	
777	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	1q25.3	3006	1392	601013	NP_000712;NP_001192222;NP_001192223	NM_000721;NM_001205293;NM_001205294	ENSP00000356545	Q15878	TRUE	can	0	0	0	Eukaryotes	0	Cellular processes,Multicellular activities	chr1	181452881	181767967	|BII|CACH6|CACNL1A6|Cav2.3|	NP_001192222	0	FALSE	1	3	134	0.0000	
781	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	7q21-q22	245	1399	114204	NP_000713;XP_005250627;XP_005250629;XP_005250630;XP_005250631;XP_006716181;XP_006716182;XP_006716183;XP_006716184	NM_000722;XM_005250570;XM_005250572;XM_005250573;XM_005250574;XM_006716118;XM_006716119;XM_006716120;XM_006716121	ENSP00000349320	P54289	TRUE	can	0	0	0	Eukaryotes	4	Cellular processes	chr7	81579711	82072775	|CACNA2|CACNL2A|CCHL2A|	XP_005250627	0	FALSE	2	4	72	0.0000	
799	CALCR	calcitonin receptor	7q21.3	239	1440	114131	NP_001158209;NP_001158210;NP_001733	NM_001164737;NM_001164738;NM_001742	ENSP00000352561	P30988	TRUE	can	0	0	0	Metazoans	0	Cell response to stimuli,Regulation of intracellular processes and metabolism,Signal transduction	chr7	93055671	93116320	|CT-R|CTR|	NP_001158209	0	FALSE	1	16	9807	0.0500	4
811	CALR	calreticulin	19p13.3-p13.2	169	1455	109091	NP_004334	NM_004343	ENSP00000320866	P27797	TRUE	cgc	1	0	0	Eukaryotes	8	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	13049494	13054724	|HEL-S-99n|RO|cC1qR|	NP_004334	0	FALSE	1	91	99091	0.0730	14
833	CARS	cysteinyl-tRNA synthetase	11p15.5	464	1493	123859	NP_001014437;NP_001181926;NP_001742;NP_644802;XP_006718403;XP_006718404;XP_006725192;XP_006725193	NM_001014437;NM_001014438;NM_001194997;NM_001751;NM_139273;NR_036542;XM_006718340;XM_006718341;XM_006725129;XM_006725130;XR_428857;XR_430701	ENSP00000369897	P49589	TRUE	cgc	1	0	0	Last Universal Common Ancestor	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of transcription	chr11	3022347	3069232	|CARS1|CYSRS|MGC:11246|	NP_001014437	0	FALSE	1	30	5473	0.1890	
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	2q33-q34	3459	1509	601763	NP_001073593;NP_001073594;NP_001219;NP_203519;NP_203520;NP_203522;XP_005246942;XP_005246943;XP_005246944;XP_005246945;XP_005246946;XP_005246947;XP_005246948;XP_005246949;XP_005246950;XP_005246951;XP_005246952;XP_005246953;XP_006712852;XP_006712853;XP_006712854;XP_006712855;XP_006712856	NM_001080124;NM_001080125;NM_001228;NM_033355;NM_033356;NM_033357;NM_033358;XM_005246885;XM_005246886;XM_005246887;XM_005246888;XM_005246889;XM_005246890;XM_005246891;XM_005246892;XM_005246893;XM_005246894;XM_005246895;XM_005246896;XM_006712789;XM_006712790;XM_006712791;XM_006712792;XM_006712793;XR_241323	ENSP00000351273	Q14790	TRUE	cgc	0	1	0	Metazoans	2	Cell cycle,Cellular metabolism,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr2	202122955	202151314	|ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5|	NP_001073594	0	FALSE	4	167	161353	0.0590	39
861	RUNX1	runt-related transcription factor 1	21q22.3	1043	10471	151385	NP_001001890;NP_001116079;NP_001745;XP_005261125;XP_005261126	NM_001001890;NM_001122607;NM_001754;XM_005261068;XM_005261069	ENSP00000300305	Q01196	TRUE	cgc	1	0	0	Metazoans	3	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr21	36164435	36421196	|AML1|AMLCR1|CBFA2|EVI-1|PEBP2aB|	NP_001745	0	FALSE	2	77	27315	0.1470	2
862	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	8q22	590	1535	133435	NP_001185554;NP_001185555;NP_001185556;NP_001185557;NP_001185558;NP_001185559;NP_001185560;NP_001185561;NP_001185562;NP_001185563;NP_001185608;NP_004340;NP_783552;NP_783553;NP_783554;XP_006716739	NM_001198625;NM_001198626;NM_001198627;NM_001198628;NM_001198629;NM_001198630;NM_001198631;NM_001198632;NM_001198633;NM_001198634;NM_001198679;NM_004349;NM_175634;NM_175635;NM_175636;XM_006716676	ENSP00000402257	Q06455	TRUE	cgc	1	0	0	Metazoans	5	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr8	92972473	93107695	|AML1T1|CBFA2T1|ETO|MTG8|ZMYND2|	NP_001185608	0	FALSE	2	63	25091	0.0790	
863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	16q24	4847	1537	603870	NP_005178;NP_787127;XP_005256380;XP_006721382;XP_006721383	NM_005187;NM_175931;XM_005256323;XM_006721319;XM_006721320	ENSP00000268679	O75081	TRUE	cgc	1	0	0	Metazoans	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr16	88943387	89043215	|ETO2|MTG16|MTGR2|ZMYND4|	NP_005178	0	FALSE	1	25	17598	0.1470	1
865	CBFB	core-binding factor, beta subunit	16q22.1	418	1539	121360	NP_001746;NP_074036;XP_005256269;XP_006721384	NM_001755;NM_022845;XM_005256212;XM_006721321	ENSP00000415151	Q13951	TRUE	cgc	1	0	0	Metazoans	7	Cellular metabolism,DNA/RNA metabolism and transcription	chr16	67063311	67132678	|PEBP2B|	NP_074036	0	FALSE	3	32	15294	0.0580	1
867	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	11q23.3	1320	1541	165360	NP_005179	NM_005188	ENSP00000264033	P22681	TRUE	cgc	1	1	0	Metazoans	0	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr11	119077128	119170488	|C-CBL|CBL2|FRA11B|NSLL|RNF55|	NP_005179	0	FALSE	3	234	207734	0.0730	78
868	CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase	3q13.11	5136	1542	604491	NP_733762;XP_005247909;XP_005247910;XP_006713859;XP_006713860	NM_170662;XM_005247852;XM_005247853;XM_006713796;XM_006713797;XR_427384;XR_427385	ENSP00000264122	Q13191	TRUE	cgc	0	1	0	Metazoans	0	Cellular processes,Signal transduction	chr3	105377817	105587082	|Cbl-b|RNF56|	XP_005247909	0	FALSE	1	63	9131	0.2010	7
887	CCKBR	cholecystokinin B receptor	11p15.4	323	1571	118445	NP_795344;XP_005253267	NM_176875;XM_005253210	ENSP00000335544	P32239	TRUE	can	0	0	0	Metazoans	2	Cell cycle,Cell response to stimuli,Regulation of intracellular processes and metabolism,Signal transduction	chr11	6281159	6292770	|CCK-B|CCK2R|GASR|	XP_005253267	0	FALSE	1	12	11876	0.1670	4
894	CCND2	cyclin D2	12p13	451	1583	123833	NP_001750;XP_005253870	NM_001759;XM_005253813	ENSP00000261254	P30279	TRUE	cgc	1	0	1	Eukaryotes	21	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr12	4383207	4409172	|KIAK0002|MPPH3|	NP_001750	1	FALSE	2	21	1000	0.1670	6
896	CCND3	cyclin D3	6p21	452	1585	123834	NP_001129489;NP_001129597;NP_001129598;NP_001274356;NP_001274363;NP_001751	NM_001136017;NM_001136125;NM_001136126;NM_001287427;NM_001287434;NM_001760	ENSP00000362082	P30281	TRUE	cgc	1	0	0	Eukaryotes	4	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr6	41903681	41909387	|NA|	NP_001751	0	FALSE	4	44	17962	0.0780	6
898	CCNE1	cyclin E1	19q12	455	1589	123837	NP_001229;XP_005259427;XP_006723520	NM_001238;NM_057182;XM_005259370;XM_006723457	ENSP00000262643	P24864	TRUE	cgc	1	0	0	Eukaryotes	13	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr19	30303594	30314681	|CCNE|	NP_001229	0	FALSE	1	69	11224	0.1240	18
910	CD1B	CD1b molecule	1q23.1	1775	1635	188360	NP_001755	NM_001764	ENSP00000289429;ENSP00000357149;ENSP00000357150;ENSP00000357152;ENSP00000357153	P29016	TRUE	can	0	0	0	Mammals	0	-1	chr1	158298710	158301213	|NA|	NP_001755	0	FALSE	1	2	22	0.0000	1
940	CD28	CD28 molecule	2q33	1727	1653	186760	NP_001230006;NP_001230007;NP_006130;XP_006712925	NM_001243077;NM_001243078;NM_006139;XM_006712862	ENSP00000303939	P10747	TRUE	can	0	0	0	Vertebrates	1	Cell cycle,Cell response to stimuli,Cellular metabolism,Development,Immune system response,Other,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr2	204571420	204599632	|Tp44|	NP_006130	0	FALSE	1	20	20510	0.1790	12
944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	9q33	-	11938	603875	NP_001235;NP_001239219;XP_006717388	NM_001244;NM_001252290;XM_006717325	ENSP00000223795	P32971	TRUE	can	0	0	0	Vertebrates	0	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr9	117666214	117692583	|CD153|CD30L|CD30LG|	NP_001235	0	FALSE	1	2	7	0.0000	
948	CD36	CD36 molecule (thrombospondin receptor)	7q11.2	1430	1663	173510	NP_000063;NP_001001547;NP_001001548;NP_001120915;NP_001120916;XP_005250770;XP_005250771;XP_005250772	NM_000072;NM_001001547;NM_001001548;NM_001127443;NM_001127444;XM_005250713;XM_005250714;XM_005250715	ENSP00000308165	P16671	TRUE	can	0	0	0	Eukaryotes	3	Cellular processes,Multicellular activities	chr7	80276057	80303460	|BDPLT10|CHDS7|GP3B|GP4|PASIV|SCARB3|	NP_000063	0	FALSE	1	19	15551	0.1170	19
965	CD58	CD58 molecule	1p13	1081	1688	153420	NP_001138294;NP_001770	NM_001144822;NM_001779;NR_026665	ENSP00000358501	P19256	TRUE	can	0	0	0	Vertebrates	0	-1	chr1	117064526	117113594	|LFA-3|LFA3|ag3|	NP_001770	0	FALSE	1	4	376	0.1670	1
970	CD70	CD70 molecule	19p13	18515	11937	602840	NP_001243	NM_001252	ENSP00000245903	P32970	TRUE	can	0	0	0	Mammals	0	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr19	6586034	6591013	|CD27L|CD27LG|TNFSF7|	NP_001243	0	FALSE	1	2	0	1.0000	1
972	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	5q32	825	1697	142790	NP_001020329;NP_001020330;NP_004346;XP_006714874	NM_001025158;NM_001025159;NM_004355;XM_006714811	ENSP00000009530	P04233	TRUE	cgc	1	0	0	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	chr5	149782127	149792312	|DHLAG|HLADG|Ia-GAMMA|	NP_001020330	0	FALSE	1	16	23189	0.0420	14
973	CD79A	CD79a molecule, immunoglobulin-associated alpha	19q13.2	203	1698	112205	NP_001774;NP_067612	NM_001783;NM_021601	ENSP00000221972	P11912	TRUE	cgc	1	0	0	Vertebrates	1	Cell response to stimuli,Development,Immune system response,Signal transduction	chr19	42381375	42385044	|IGA|MB-1|	NP_001774	0	FALSE	1	19	19669	0.1990	5
974	CD79B	CD79b molecule, immunoglobulin-associated beta	17q23	922	1699	147245	NP_000617;NP_001035022;NP_067613;XP_005257915	NM_000626;NM_001039933;NM_021602;XM_005257858	ENSP00000376544	P40259	TRUE	cgc	1	0	0	Vertebrates	0	Signal transduction	chr17	62006589	62009621	|AGM6|IGB|	NP_001035022	0	FALSE	1	16	3539	0.3330	5
995	CDC25C	cell division cycle 25C	5q31	1146	1727	157680	NP_001274511;NP_001274512;NP_001781;NP_073720;XP_005272202;XP_005272203;XP_006714802;XP_006714803	NM_001287582;NM_001287583;NM_001790;NM_022809;XM_005272145;XM_005272146;XM_006714739;XM_006714740	ENSP00000321656	P30307	TRUE	can	0	0	0	Eukaryotes	1	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Signal transduction	chr5	137621384	137673844	|PPP1R60|	NP_001274512	0	FALSE	1	38	23012	0.1790	2
996	CDC27	cell division cycle 27	17q21.32	304	1728	116946	NP_001107563;NP_001247;XP_005257949;XP_005257952;XP_006722280;XP_006722281;XP_006722282;XP_006722283;XP_006722284	NM_001114091;NM_001256;XM_005257892;XM_005257895;XM_006722217;XM_006722218;XM_006722219;XM_006722220;XM_006722221;XR_429935	ENSP00000434614	P30260	TRUE	can	0	0	2	Last Universal Common Ancestor	6	Cell cycle,Cellular metabolism,Regulation of intracellular processes and metabolism	chr17	45198304	45259006	|ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2|	NP_001107563	2	FALSE	1	82	46381	0.1190	27
998	CDC42	cell division cycle 42	1p36.1	309	1736	116952	NP_001034891;NP_001782;NP_426359	NM_001039802;NM_001791;NM_044472	ENSP00000314458	P60953	TRUE	can	0	0	10	Last Universal Common Ancestor	12	Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr1	22404972	22418007	|CDC42Hs|G25K|	NP_001034891	10	FALSE	1	173	207119	0.0320	32
999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	16q22.1	1885	1748	192090	NP_004351	NM_004360	ENSP00000378529	P12830	TRUE	cgc	0	1	0	Eukaryotes	7	Cell motility and interactions,Cellular processes,Regulation of intracellular processes and metabolism	chr16	68771319	68867399	|Arc-1|CD324|CDHE|ECAD|LCAM|UVO|	NP_004351	0	FALSE	5	132	75318	0.0510	20
1007	CDH9	cadherin 9, type 2 (T1-cadherin)	5p14	13021	1768	609974	NP_057363	NM_016279	ENSP00000231021	Q9ULB4	TRUE	can	0	0	1	Eukaryotes	1	Cell motility and interactions	chr5	26881248	26988440	|NA|	NP_057363	1	FALSE	2	8	4822	0.3570	1
1008	CDH10	cadherin 10, type 2 (T2-cadherin)	5p14.2	5187	1749	604555	NP_006718	NM_001190450;NM_006727;XR_427656	ENSP00000264463	Q9Y6N8	TRUE	can	0	0	0	Eukaryotes	0	Cell motility and interactions	chr5	24487775	24593599	|NA|	NP_006718	0	FALSE	3	6	362	0.3330	1
1009	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	16q21	-	1750	600023	NP_001788;XP_005255818;XP_005255819;XP_005255820;XP_005255821;XP_005255823;XP_005255824	NM_001797;XM_005255761;XM_005255762;XM_005255763;XM_005255764;XM_005255766;XM_005255767	ENSP00000268603	P55287	TRUE	cgc	1	0	0	Eukaryotes	4	Cell motility and interactions,Development	chr16	64981509	65038772	|CAD11|CDHOB|OSF-4|	NP_001788	0	FALSE	1	4	95	0.1670	1
1010	CDH12	cadherin 12, type 2 (N-cadherin 2)	5p14.3	11081	1751	600562	NP_004052	NM_004061	ENSP00000371689	P55289	TRUE	can	0	0	0	Eukaryotes	3	Cell motility and interactions	chr5	21751849	22078785	|CDHB|	NP_004052	0	FALSE	1	2	1	0.0000	1
1016	CDH18	cadherin 18, type 2	5p14.3	4314	1757	603019	NP_001161139;NP_004925;XP_005248285;XP_006714498;XP_006714499;XP_006714500	NM_001167667;NM_004934;XM_005248228;XM_006714435;XM_006714436;XM_006714437	ENSP00000274170	Q13634	TRUE	can	0	0	0	Eukaryotes	0	Cell motility and interactions	chr5	19473338	19839095	|CDH14L|	NP_004925	0	FALSE	1	5	7363	0.3000	1
